district_code,state,district_num,pres16_total,pres16_dem,pres16_rep,comp16-20_total,comp16-20_dem,comp16-20_rep,pres20_total,pres20_dem,pres20_rep,pres24_total,pres24_dem,pres24_rep,pop_adj_total,pop_adj_white,pop_adj_hispanic,pop_adj_black,pop_adj_asian,pop_adj_native,pop_adj_pacific,vap_total,vap_white,vap_hispanic,vap_black,vap_asian,vap_native,vap_pacific,x_22_2022_age_age_0_9,x_22_2022_age_age_10_19,x_22_2022_age_age_20_29,x_22_2022_age_age_30_39,x_22_2022_age_age_40_49,x_22_2022_age_age_50_59,x_22_2022_age_age_60_69,x_22_2022_age_age_70_79,x_22_2022_age_age_o79,x_22_2022_education_assoc,x_22_2022_education_bach,x_22_2022_education_doc,x_22_2022_education_hs,x_22_2022_education_master,x_22_2022_education_nohs,x_22_2022_education_prof,x_22_2022_education_somecol,x_22_2022_household_income_100_125k,x_22_2022_household_income_10_15k,x_22_2022_household_income_125_150k,x_22_2022_household_income_150_200k,x_22_2022_household_income_15_20k,x_22_2022_household_income_20_25k,x_22_2022_household_income_25_30k,x_22_2022_household_income_30_35k,x_22_2022_household_income_35_40k,x_22_2022_household_income_40_45k,x_22_2022_household_income_45_50k,x_22_2022_household_income_50_60k,x_22_2022_household_income_60_75k,x_22_2022_household_income_75_100k,x_22_2022_household_income_o200k,x_22_2022_household_income_u10k
IL-02,IL,2,330104,228009,88360,304273,207370,83285,334633,231875,98019,299486,196546,97680,753677,251234,115115,374697,10218,14600,840,580993,210713,77611,280964,7783,10704,615,90938,109564,97883,94320,91173,95625,93065,53388,29913,45153,71785,5048,157487,37672,55046,5920,129082,27459,14223,17106,19689,13197,12325,13670,13804,12148,12112,12123,22526,29096,36418,14660,23322
IL-03,IL,3,267054,184409,65684,258170,175294,70541,297753,207606,84237,268964,171937,88946,753677,294530,356863,49086,55607,27342,1369,588880,251848,257871,35538,43017,20324,1026,86624,98663,109015,122119,100570,92574,77009,39391,21261,37184,116258,5324,127666,49270,81049,10589,84063,28146,8430,20393,27908,6937,8774,9837,9013,8575,8490,9044,17954,23721,37481,32508,10995
IL-04,IL,4,227807,164935,49530,212673,150452,51994,242648,175347,62773,213559,134061,74126,753677,176438,500949,43251,34697,36994,907,563323,147658,356197,32793,26345,27272,660,90101,111643,106189,102615,100344,89975,69359,44047,21676,29730,69177,3957,148395,31147,112615,7932,77115,24053,7017,16171,19697,7654,12198,13034,11057,9421,9287,9498,17026,23201,29541,21849,11145
IL-05,IL,5,360070,235988,98390,355241,227585,112661,402055,277279,117413,377272,253925,115297,753677,537619,88320,26813,94572,9935,956,618186,453104,65900,20617,72694,7407,730,83135,73975,119820,129492,94064,92101,82493,48169,30567,27888,204124,12513,71792,106107,27001,32422,69375,32850,6855,27066,39226,6481,7827,6781,7669,7446,7581,7386,16042,23963,38455,80204,13059
IL-06,IL,6,356452,180640,151235,348484,179368,152323,396781,216291,173135,375294,190515,170076,753677,543039,102698,47441,52603,11028,733,593478,442873,70055,34837,38785,7954,548,90413,91925,85162,98465,91963,101650,100764,60400,33573,45263,140563,8564,118251,65572,34443,16186,103181,31413,5881,26228,34102,6549,7360,7966,8555,8433,8147,9894,17694,24681,37385,47283,11038
IL-07,IL,7,317580,272562,31019,294046,242294,38173,321152,274990,41089,279610,227681,46425,753677,222189,118529,340341,73832,12023,1009,607675,198783,84153,261207,62079,8953,752,78893,78524,132877,132011,89567,80051,72816,44539,20403,29087,127607,13167,107583,71833,59840,26563,84639,27844,19407,19323,28269,12596,13448,11785,9506,9428,9627,9379,16878,21143,35018,50335,26120
IL-08,IL,8,290368,158507,113058,283301,153410,117102,333617,189421,138008,311069,162605,141292,753677,410205,179147,41348,117924,17357,1050,586513,342671,121507,27923,88874,12304,759,90104,97516,93826,104530,102285,103600,88698,47840,24457,44221,132492,5131,117945,55519,54075,9228,100911,36419,5411,26636,33481,5467,6843,7260,7291,7038,8282,8281,17766,24774,39663,34584,8755
IL-09,IL,9,342357,233480,88297,335078,224211,98100,380325,265636,108344,351559,234667,107823,753677,446387,98038,76904,125905,12479,1154,607511,374121,70826,58940,97378,9307,877,81760,90292,94272,105281,98715,102380,89500,54434,34129,34252,166257,14607,83508,88991,40710,22270,82377,27725,10603,23474,31875,7979,8649,9453,8922,8892,8957,9721,18590,24844,37852,52580,14188
IL-10,IL,10,322655,186067,112732,313534,175900,124823,355626,220431,128452,333562,199021,126349,753677,436320,180649,58457,70016,17967,1379,575610,354504,122070,41054,50164,12712,979,90134,109573,94203,88189,95358,107470,87667,51815,28189,32122,132962,10351,101840,70208,45825,19853,88014,28102,5677,22179,29258,6019,7412,6896,7783,7018,6919,8092,14851,20814,33469,58748,9299
IL-11,IL,11,332333,171819,136492,329510,170742,143082,380397,215293,157092,365895,198881,157533,753677,474649,142376,54717,72264,14862,912,574787,382643,94482,37948,51448,10326,612,91868,104108,91756,96160,101199,107568,84645,49703,25061,39632,136196,8923,104896,69450,40778,10885,98226,30134,4803,26437,35523,5498,5934,6344,7178,7146,6711,7730,14967,23426,35565,50233,8915
IL-12,IL,12,366997,95310,251552,343373,106527,223154,383343,106247,270231,374175,102485,264356,753677,654662,21152,46547,11612,16196,1069,589350,518915,13972,32744,8335,12005,680,86320,95188,89391,91477,91674,101472,97894,62558,36281,67655,77739,4743,161968,35949,47330,6642,123303,29646,13976,20061,21914,12532,14853,13285,11927,12375,11771,12207,23878,28900,40619,17886,15663
IL-13,IL,13,348727,176530,147579,328627,175774,137489,358871,195381,155133,336281,180960,146195,753677,486087,37204,175650,38751,16186,1166,595719,403862,25560,120909,32027,12223,768,84061,101269,122351,97864,84119,91198,89055,53767,29457,46793,86145,11290,146128,47058,40375,9350,111640,26458,14010,18780,20204,12192,14658,15062,12197,13298,12270,12814,24368,31074,39966,19346,25647
IL-14,IL,14,310095,157151,130645,301845,158001,128566,349032,191041,151038,338702,173956,156555,753677,443276,172070,83511,46311,17724,804,564317,353681,113236,57426,31975,12358,543,95541,115788,103167,98876,108315,99293,71311,42602,21828,44649,99967,5291,129817,46298,50780,6325,105028,31771,6574,23404,30533,5588,7928,7117,8251,7579,8165,8392,16004,24736,35704,31875,10158
IL-15,IL,15,370924,102580,244940,350599,106549,227061,395364,117022,270205,382709,111340,262935,753677,676214,21163,29684,8898,14224,928,592293,538096,14321,20045,6073,10541,594,84857,95014,85341,91310,88913,101238,101523,66011,39537,54759,86346,5087,186446,35001,39802,6170,115342,32535,10724,21768,22569,11213,12847,12646,11909,12534,11642,12295,23616,30627,43768,19435,13275
IL-16,IL,16,367027,125721,213029,352360,126164,208285,400455,152607,238749,392642,147464,235918,753677,639296,49584,25596,21798,14715,764,582046,507844,30726,15473,14673,10444,506,88870,100304,82442,90435,93274,99662,97657,63359,35633,54604,102949,5041,155602,43862,33850,8697,117224,33463,8020,24638,29794,9271,10230,10996,9500,11158,10619,10898,21561,28779,42624,28736,11043
IL-17,IL,17,319863,158506,137320,299089,152768,131608,331680,174840,149011,319035,163124,148146,753676,508830,84143,127870,20719,16061,1066,589767,424419,55419,83583,15101,11919,772,88330,99435,109773,90584,85430,92113,93017,59586,34025,50055,78378,4474,161354,31968,53358,5938,117246,28202,16404,18269,16918,14899,15071,16225,14677,14730,13454,13593,24071,31357,39680,12642,24591
IN-01,IN,1,313114,165956,128967,307280,173482,125885,340696,181830,153362,327083,161625,160330,753947,447626,124734,156823,14905,16961,810,580667,367001,83050,109975,10674,12242,537,88872,99761,94277,97311,93232,98611,94777,55972,30827,44606,85452,4581,184063,34521,46659,6624,110762,29493,10972,21803,24014,9397,12873,11700,11911,12342,10552,11667,21085,27159,40778,20198,15963
IN-02,IN,2,290652,99794,172718,284814,111715,163987,311444,117691,187982,299606,107779,187184,753947,572604,85184,64160,15331,17181,980,571029,453103,52706,40851,11036,12294,619,96477,109178,100417,91685,88243,93136,89018,54827,29638,41203,75118,5427,174403,32381,62153,6301,98100,28412,10480,18065,18414,10176,11805,12853,12557,13019,12301,12916,22623,29996,39699,14786,14409
IN-03,IN,3,293561,87898,187915,293331,101283,182253,328595,111653,209896,321169,107772,207943,753947,606817,50151,57946,24118,14614,926,563485,468328,30778,37126,15490,10439,620,102100,106257,98078,92247,89293,94675,88194,54887,27979,48816,81982,3865,170003,30692,56845,5893,98806,30413,9988,18958,18476,10502,11955,12543,12939,13023,12727,12324,25684,32055,45105,15948,10784
IN-04,IN,4,303286,89720,192817,304421,104522,189074,345295,118416,219016,333989,115001,212994,753947,613531,53712,37411,31463,15168,3753,577297,481532,34013,23347,24655,11043,3374,90359,110514,113533,92696,92710,95133,85272,49028,26913,41909,95039,7987,159345,39636,42017,7927,95683,32755,9063,21200,23596,8878,10832,11611,11436,11342,10489,10611,21840,28204,41847,22152,13182
IN-05,IN,5,325741,113722,189864,328373,130101,187123,369018,151395,210211,369170,150105,212150,753947,611605,34792,57591,33321,14027,913,574610,479447,21767,38139,22495,10346,557,92433,105592,99133,96051,96569,99415,85371,53628,28196,43219,123563,8453,135802,53106,33316,12549,93562,29131,8760,22230,25509,8927,10853,10595,10199,11173,10345,10408,21469,29112,38170,35269,12835
IN-06,IN,6,297501,83828,194382,296118,98523,186539,331732,109388,215299,325610,107010,212902,753949,610472,39669,42050,45066,14715,1058,570671,479310,24119,25458,28890,10908,707,97786,100654,96443,100185,95345,96625,83967,53833,27611,45769,90712,4244,170550,37676,49881,6287,102129,31231,9399,21246,22005,9946,10839,11473,11125,12640,11354,12059,21941,31786,43969,18766,11704
IN-07,IN,7,289346,187181,84036,285444,193830,82733,303733,213497,84812,271247,189586,77134,753949,341540,111802,272334,20214,15795,1131,578117,291454,70431,192839,15824,11668,762,101885,98046,121930,114887,86084,87508,78031,40559,21452,36591,108527,6565,132377,44156,63559,12453,91928,24534,13350,15807,18840,12587,15167,13731,14466,14633,14946,14406,25141,30907,37936,19312,23253
IN-08,IN,8,320574,96921,206009,314095,118255,186767,343954,112349,225278,332397,103783,223052,753947,661160,23122,40583,10946,14313,1439,585235,522022,14371,27167,7756,10760,878,88494,99057,98087,91543,89513,96271,99359,59895,32108,58513,75011,4034,188267,30706,51344,5436,102346,30615,13296,18545,18788,12057,14430,14411,14121,13614,13218,13613,23972,32147,41312,14751,14706
IN-09,IN,9,326753,108135,200532,323340,120235,193479,356789,126279,224001,353491,121011,226651,753948,655649,31025,31119,17285,16669,1005,591468,523453,19694,20178,13399,12524,637,83934,102360,106411,92715,90323,100167,92057,58537,28226,48252,80449,7034,181008,39129,47480,6132,101177,31454,12369,20518,21411,11264,12207,12414,12357,11742,11477,12606,22715,30736,43447,16252,14667
KS-01,KS,1,287317,85010,182300,285878,95320,178278,324068,110565,206461,310550,103889,200988,734470,547576,115120,30857,18884,25605,1860,565616,439359,73822,20746,14112,18188,1205,90074,105037,121499,91785,77258,80554,84891,50579,33037,45909,85702,8482,128046,35295,43739,7378,110850,27980,11726,17510,18646,11628,13429,13271,12049,12773,13078,13129,25962,29646,39719,14751,15049
KS-02,KS,2,284752,105015,158407,282703,114022,156093,321506,130814,183254,307903,120738,181316,734470,512507,94762,80284,18776,33136,2670,554813,406652,59029,54674,12369,22956,1679,98541,102966,97441,93385,80898,87857,90550,53366,29377,44127,81532,4352,148907,37392,45483,5995,112540,27974,12519,17411,17494,12437,12039,14498,12331,12515,12418,12833,24252,29082,38223,14216,14932
KS-03,KS,3,340884,146168,164241,349548,166489,166259,401920,205619,187733,397590,203405,187105,734470,551145,73610,46248,43008,19559,1339,556362,433217,47341,30004,30016,13934,823,92328,99379,91971,103701,95313,94182,82120,48239,26423,37773,155717,9975,87714,72317,22666,17542,94628,35055,5712,24571,34912,5517,6709,8135,7865,7431,7562,8620,18229,26313,38579,45801,8233
KS-04,KS,4,280732,90812,166070,281033,103257,163662,324809,123325,193958,311548,116821,189393,734470,511347,99111,65886,31527,33005,2021,552525,404754,61394,42749,22437,22819,1261,94998,106730,97827,95082,84940,86451,87854,49569,29720,43856,94312,4713,130066,40309,46481,7252,115470,26882,11218,19355,20090,10182,11332,14720,11593,11625,11320,13539,22944,30018,39102,16899,13052
KY-01,KY,1,325717,84440,228580,302432,97523,199946,351934,98067,248605,342821,88125,250232,750973,629590,28616,67417,8302,15603,1223,581614,499121,17549,45739,5749,11794,738,91885,97721,99323,88546,86814,96692,98118,60919,30972,47625,60923,3436,191760,32594,59867,6501,107263,24347,18817,14977,14345,14985,14167,15228,13692,14149,12371,12568,24711,29766,39074,11314,19334
KY-02,KY,2,312050,86587,210823,296312,102742,187431,351844,108585,237267,351430,100536,245734,750972,627377,31381,54016,19945,15854,2202,573283,491040,19187,35852,12979,11930,1393,92975,101301,98612,93493,94283,98474,91858,55740,26312,47256,70375,3966,178823,35320,58675,7361,106010,26831,14881,18495,18812,12318,11759,13753,12693,12034,12700,12289,21375,29320,38534,17607,15410
KY-03,KY,3,336720,185507,133555,321321,194916,120481,365925,220409,138631,332660,194712,131797,750973,464663,57964,184725,31128,14618,1442,589875,387039,40407,129992,22118,11076,992,89231,91660,104536,104700,89690,92802,91530,53787,28568,43383,107526,9111,136186,51906,46416,13291,109998,29626,13709,19845,21567,12003,12812,13493,13613,13659,12686,12705,25312,31130,41681,23776,17458
KY-04,KY,4,327274,94420,214576,312474,109053,196522,375259,122873,245599,375012,117644,250916,750973,650045,31879,36784,12875,16215,1374,569659,504457,19158,22964,8545,11761,897,94806,99304,92960,95894,97632,101578,92062,53071,24392,47937,97348,5084,159749,45108,46169,10056,100936,31736,10359,22615,25671,9116,11103,9448,11142,9988,10362,10340,19335,27472,37657,26177,12764
KY-05,KY,5,302043,55923,237010,276846,74555,198104,327434,64518,258770,316791,55275,257630,750973,703679,11449,15860,4425,13621,542,585793,551365,7471,11524,3115,10688,324,86589,96565,90470,90275,94337,103807,97411,61542,29000,41099,42092,3024,200643,26950,103210,6494,98513,20353,27721,10872,9826,18176,18049,16384,16000,12536,11613,12228,21737,25990,31315,6973,25870
KY-06,KY,6,319571,121970,178413,313406,144399,162342,363040,158022,197774,355813,147751,201182,750972,589410,46565,77257,22088,15295,1666,583676,472523,29303,53120,16101,11651,1407,89302,98691,118611,96695,93607,92743,85074,52064,23911,42111,99870,11060,136109,49307,49110,13236,96322,29461,12976,20342,20921,11484,12955,12742,12749,13182,12240,12162,23622,28816,38438,21064,17289
LA-01,LA,1,355056,94156,244244,317679,89825,220702,387504,114481,265761,376557,112920,256662,776327,535770,90968,108188,24737,19877,1021,603907,432097,64365,76646,18020,14279,708,91705,95418,91944,106112,91532,101168,99179,60681,30631,38309,119388,7664,143154,44572,52578,17138,114781,30104,11461,21533,27347,11192,11890,11409,10972,10381,11123,11433,21193,27648,39154,30997,14915
LA-02,LA,2,326406,215052,100617,286241,186685,93274,355067,237958,111289,320161,207146,106785,776316,260930,74305,412387,26015,13140,946,598204,217823,51406,305124,20319,9907,682,92952,101005,101820,117590,94414,98431,92516,52602,23799,36041,87737,6228,158021,39054,79397,9996,118299,23983,21007,16400,19065,14754,16349,14879,13874,12053,11730,11034,19932,27093,32153,18160,27527
LA-03,LA,3,341005,92366,237126,300712,79239,214845,352293,98140,248217,335590,89993,241083,776287,506088,43292,189998,17466,21275,914,588557,400099,29021,132825,12454,14686,620,100850,104736,102831,105726,91889,97404,92435,51285,25934,36276,81119,4512,189299,27283,73694,7247,98619,27868,15806,17995,19614,14026,15325,13648,13064,12930,10769,12315,20805,26283,37622,19360,20202
LA-04,LA,4,337511,79696,247373,299678,71312,223409,357977,87747,264726,336551,78192,254317,776302,530753,39630,169212,14693,22411,1664,593646,416483,27348,122168,10472,16438,1060,98032,103476,102601,105075,91201,94903,89375,59541,28597,40441,78314,4201,183812,31743,64071,7716,108506,24821,18077,17971,19277,15013,16069,14658,12972,13208,10771,11246,20982,24937,32916,17635,19208
LA-05,LA,5,332865,103611,218436,296242,92901,197719,345629,111210,228783,323864,100557,218462,776285,484005,38166,225122,15094,14265,814,597217,387349,26564,160995,11287,10573,552,98074,108668,114747,103174,92085,92195,89756,54215,25131,32372,83860,5487,174349,32474,69690,7673,104599,25061,15973,17301,20212,13290,14293,12765,13219,10292,11341,10285,19371,25703,31374,20639,21108
LA-06,LA,6,336189,195273,130842,295127,167519,121845,349592,206498,137000,314252,178062,131196,776240,279156,36188,438212,13831,12160,741,589017,228259,24958,318011,10395,9022,538,102517,107912,114740,101588,87322,90466,89798,52912,25856,32428,69063,4947,176823,31591,74924,6562,105094,21527,23032,13915,14712,17066,18096,16362,15278,11256,12961,12636,21859,24501,29167,13637,26894
MA-01,MA,1,366617,201248,137157,332480,184468,139805,394516,235201,150047,381359,211784,160045,781103,542205,145763,66014,23437,14638,1472,625152,457747,98662,45708,17184,10946,1072,80164,97830,100414,94712,91372,108295,105927,63150,36173,53004,100733,7581,164061,53921,58279,10160,99288,30510,16425,23407,27970,12367,13386,12582,11819,11548,11118,10628,21224,28214,39428,29116,16175
MA-02,MA,2,363362,209107,123066,338937,197438,132437,397528,254519,132540,384958,231966,141308,781101,552952,86964,58670,65529,11513,1086,626463,462756,60158,40727,48770,8623,755,77813,104925,108695,96647,95370,109124,95802,53605,29285,43847,129912,16039,121569,79191,39105,13225,84643,30152,10914,23744,33258,9395,9366,9525,8560,8462,7646,8835,17103,22890,34527,49475,12284
MA-03,MA,3,344439,195231,121845,315240,179093,128143,374196,233535,131371,358902,208626,140854,781102,473766,170217,54868,71810,11614,1392,611501,393019,119115,38672,52040,8601,1049,87755,104004,101843,105053,97258,111714,92319,49052,27314,42234,118514,11089,138747,65752,58088,9885,89086,29954,10923,23979,34525,8261,7975,8844,8443,7878,8371,7482,17292,24046,33053,47495,10934
MA-04,MA,4,378162,217826,132524,351285,202095,141256,418353,263665,145116,406811,237730,158054,781103,608591,47651,42292,61971,8280,972,615677,496109,31266,28391,43962,5901,699,83945,103424,93381,99335,100495,114117,95865,56664,31499,40735,134671,23540,117622,82835,44454,23473,75085,28520,9364,23951,36532,7502,7934,7885,7491,6967,7200,6624,13663,21148,32419,70970,10869
MA-05,MA,5,372341,255386,92837,349713,238714,103879,401879,298874,94414,374885,265591,97371,781101,504362,81745,52735,113440,7738,955,631188,422500,59266,39564,87296,5787,727,82064,90916,109507,117305,101211,102368,84490,54831,34395,29465,158484,35661,95011,114639,35662,24502,57765,28585,7972,23628,37898,7540,7054,6541,5929,6249,6331,6885,13199,18082,31877,86191,12041
MA-06,MA,6,410546,227630,152986,386206,216078,161216,452222,283227,158964,433167,255729,166654,781101,598923,84783,39093,45694,8995,914,624046,496648,57360,27150,32796,6595,628,82057,94165,87829,94895,97028,116911,105256,62683,36628,45875,156638,13316,120748,86187,38553,15206,78997,28466,8768,26127,38956,7951,7684,7599,7450,6630,7140,7067,13557,20653,33904,69800,10929
MA-07,MA,7,297480,247479,34540,271812,221292,45812,316358,269379,41247,280351,222689,47009,781102,302053,171010,206558,102587,11644,1571,653761,275583,126572,158657,90316,9098,1292,70818,92145,180269,139216,85891,81248,65339,37288,22379,26455,135365,21761,106219,77180,73736,21262,67034,27080,17749,21505,31537,10858,10046,9313,7832,7520,7910,7967,15555,20964,32758,51506,23323
MA-08,MA,8,377770,228502,124147,354202,213227,133655,416707,277345,130314,393116,242627,139502,781102,517990,53050,108481,83144,7729,1058,637174,440369,38201,78579,65087,5796,798,77125,84679,112197,118895,94642,105215,91766,54401,32340,39358,160709,15258,118991,87222,42437,20599,78353,30371,9636,25651,40817,7852,8560,7476,6856,6004,7450,7483,15552,20694,35031,72112,12778
MA-09,MA,9,414034,212641,171656,390760,202195,180253,459400,266298,183106,460119,249776,200506,781102,648055,46502,41155,14872,11889,1016,638761,544254,30908,28865,10669,8589,765,74049,88631,86330,84927,86478,116433,116832,83361,42432,53907,139294,9884,144931,70390,41273,14733,96673,30889,9122,27338,36654,9042,8787,9151,9513,9576,9774,7960,17995,26265,37854,52490,11609
MD-01,MD,1,376493,133884,220643,346105,127773,208145,412885,171274,230936,427049,171555,243356,771925,556865,43036,130577,26324,15712,1346,607726,455671,27377,94079,18575,11674,912,86597,97991,92678,93156,90112,109871,104027,66017,33490,42925,105647,7865,162800,57168,44041,11144,109409,34048,7745,24636,33237,8696,8477,9708,9236,9847,9249,9253,18582,24494,38399,40742,12631
MD-02,MD,2,369798,193450,152487,342648,180009,151113,394208,232384,150935,395335,227251,154851,771926,458101,46530,200303,56186,12369,998,606852,378642,30831,147706,41572,9439,678,87190,98306,96790,102119,91930,103011,96512,57862,35516,38112,134222,12746,121983,75269,37364,19303,96105,33209,6305,25381,36707,6303,7832,7264,8031,7662,8715,9213,17398,25694,39451,47014,11759
MD-03,MD,3,371892,197828,147068,351909,188308,151374,417218,255269,149735,416995,249542,151360,771925,440188,69306,153103,99064,14220,1543,593206,359531,45052,109182,70477,10871,1065,92349,100904,91712,105599,104132,107395,87257,54162,27262,36068,143761,18215,97820,94146,31111,19079,92221,31836,3628,26279,42715,4789,4499,5009,5007,5345,5954,5020,13249,18814,33526,73019,7582
MD-04,MD,4,302958,270118,22449,266897,233134,28160,304435,271634,26252,283398,240880,33369,771925,82172,193821,451323,46901,15843,1305,599171,73778,131605,358207,38436,14951,1069,99793,97968,108877,111678,98835,98424,83261,43948,22060,33322,96270,8584,135631,54012,77851,8516,101486,32957,6824,23689,29690,5212,6908,6613,7232,7787,7863,8543,18340,26058,39134,31560,12223
MD-05,MD,5,346917,205347,122588,332811,202718,121301,419204,280869,128856,431467,280941,138217,771924,338267,55443,334313,35545,17866,1991,597544,272785,36063,256656,25284,13369,1310,91799,101012,93470,104986,101452,119585,89597,49396,22126,40388,120970,9489,131936,76747,31520,10279,112686,33130,3974,30647,45623,3370,4306,3995,4480,5258,5032,5047,12300,18506,32107,62557,7746
MD-06,MD,6,339332,160786,156713,310669,152052,149161,373942,200390,163854,390367,200059,177663,771926,466291,103695,114854,77692,14787,1418,600128,381499,69774,83444,56660,11796,974,93001,100619,96407,107013,101568,109118,89571,51665,28214,42845,116557,13917,138488,69137,47967,11897,93922,31482,7928,24897,34546,7298,6733,8399,8350,7401,7894,8332,16680,22965,36481,47767,10408
MD-07,MD,7,310142,240979,54435,272604,209299,55738,312583,251744,54311,303970,236114,58120,771926,229512,65598,433275,35011,13640,1046,610826,198323,43910,334297,29375,11233,842,90142,92503,115595,124829,84246,90841,90649,50457,25634,32129,90185,9585,158841,53242,68728,13558,106244,26516,19562,18748,21910,12907,13232,12402,12108,13327,11350,12955,23459,29274,37486,23191,26223
MD-08,MD,8,363914,275536,66786,342977,255209,78256,402553,321459,71532,389753,296235,78614,771926,341867,152244,146611,126121,12307,1382,599749,281131,107650,109418,96180,10300,999,90732,98846,86318,100326,101416,104391,91887,57603,35902,26301,145304,38963,65225,110866,45335,42103,60545,26320,5447,23332,36817,4351,5411,5709,5926,5137,5806,5607,11916,17809,28420,87981,8024
ME-01,ME,1,382326,205601,150452,389156,208683,158625,430149,258033,159936,436532,261038,165742,681179,609297,15016,20868,16273,13311,800,557050,507050,10166,13089,11477,10033,576,64323,75134,80645,87605,80948,97043,101666,62943,32838,48703,127319,9225,133837,57003,23989,14890,90119,32519,9399,23328,28360,8658,9668,9812,8977,9736,10126,10362,20787,28015,40149,29015,10604
ME-02,ME,2,365609,152134,185141,354291,145608,187596,389220,177037,200831,394843,174614,212235,681180,618967,11593,15436,9200,20191,819,553035,510454,7490,8871,6534,14772,572,67839,76644,76509,80545,78218,99326,104672,65909,34142,54431,87414,6378,177758,33858,35771,7175,98091,26384,16445,17640,17065,13655,14613,14503,14028,12905,13625,12185,23067,28649,38426,13776,13691
MI-01,MI,1,401079,142954,236371,400854,159758,230204,465110,182980,274976,485804,187848,290861,775375,693536,15847,12086,7680,40338,1098,633080,575217,10255,8525,5386,28298,678,72171,87729,88483,82226,82276,106201,131821,84445,42164,62865,94083,5872,183614,41823,40196,9303,132704,30632,15411,18295,17386,14931,15627,15757,15871,15649,14869,14291,28676,35134,46816,15581,15924
MI-02,MI,2,347334,114523,212052,347770,125672,210837,414576,145232,262161,441630,151095,283938,774997,680601,36060,22794,7723,22360,807,606868,541129,23154,16673,5161,15972,480,87080,99268,99635,93072,89741,105294,107944,63426,32187,54755,74341,4389,196012,30565,46518,4646,125739,28537,12686,18821,17877,11385,12153,13981,12907,13046,13015,12447,23661,31989,44260,14050,13181
MI-03,MI,3,355420,166808,166206,357127,179361,166394,416867,222082,186676,427618,226939,193503,775414,543947,82760,105280,29900,17973,1063,597448,442096,52640,70012,20945,12616,678,97196,105345,121353,109639,87945,92799,82757,50056,26937,48839,122359,6742,128616,47530,39449,10868,107213,31870,10981,21850,22800,9975,11267,11284,10096,11970,12444,11731,23301,29616,42550,23804,12094
MI-04,MI,4,360411,152485,186625,357061,161143,185027,417546,196710,213174,433918,201639,225611,774600,581638,66314,82080,25242,19716,967,593972,465772,41861,53347,17493,13886,642,95966,105255,116245,97097,88655,93856,92212,55379,29750,46768,102490,6632,146705,44831,39793,7516,113676,30093,11037,21474,24138,10390,11935,13769,13114,12222,10701,11901,22839,30371,41997,22677,13215
MI-05,MI,5,347875,120334,208566,338966,127920,200954,405858,150373,248444,422372,151101,265208,774544,654497,40121,44448,10674,20861,708,606306,525147,25025,29565,7358,15067,474,86079,99117,91935,90494,91912,106620,107360,66556,33724,57527,79359,4413,186605,34778,47103,5349,125843,30805,11101,18999,21949,11392,13098,13371,13532,13369,13155,12285,24520,33553,41631,17723,12551
MI-06,MI,6,391114,227231,145719,393511,241285,143283,456476,286129,164372,464272,280092,171956,775273,536084,38423,91635,92062,14831,1018,619426,442928,26864,67116,68823,11145,730,80363,104043,120481,94018,94739,100898,91294,57106,28304,41304,136258,20049,92600,88344,24236,20149,95697,32013,7927,24587,34025,7207,8307,8543,9219,10184,9420,8935,18795,25384,37419,49443,14299
MI-07,MI,7,386370,174627,189235,386785,190795,185259,447468,221984,217748,463108,224818,230862,775238,619440,43903,61098,31172,18187,1026,611160,501351,29147,41539,23008,13356,722,85421,99999,117151,94948,89204,102653,98676,57194,27799,53144,117087,9670,128002,51143,27583,10920,123084,33761,10142,22583,28651,8653,10683,11208,10798,12292,10951,11879,23690,29288,42596,29270,12880
MI-08,MI,8,381587,183253,179216,369139,188208,170523,429210,215709,206999,433786,209506,218087,775229,569036,41495,132430,12571,18983,796,606390,462261,26926,91882,9005,14019,494,88742,97882,98082,91945,90084,104943,103390,63568,35261,61177,83155,4526,169972,34097,46920,7209,132469,26766,15882,18403,20628,12757,14191,14433,15177,15257,15591,14062,25305,31770,41958,18662,19122
MI-09,MI,9,390276,120932,249882,389170,138689,240188,464802,160625,297506,486616,161398,318624,774962,681480,29890,25456,15113,17123,576,606770,543625,19068,16550,10076,12316,367,84444,100901,86046,85039,99079,119554,107936,63235,28518,60577,96677,3371,165836,45553,38169,7501,127550,31075,9431,24360,32426,8259,9521,10731,10515,10410,11229,11743,20477,28260,41890,31294,10365
MI-10,MI,10,370004,166889,186837,361151,178881,173092,429829,209969,214177,436229,199324,227882,775218,563998,23457,116066,54707,13855,765,620272,469713,15848,81191,40047,10323,529,83521,90056,102502,101506,93305,106789,101119,58696,34882,56345,100704,4734,156061,47613,51374,8873,126288,34786,10156,23404,26892,10734,11821,12113,13059,13247,11653,12876,22910,31005,45344,24423,13136
MI-11,MI,11,399697,218132,162525,399072,231368,158160,462264,273913,182216,460402,262383,188356,775568,529713,41334,113756,76277,12795,688,624065,442233,27866,84964,56976,9546,508,79144,87548,108281,106959,96057,107272,98626,57774,33132,43929,155838,10240,101916,87064,33129,24199,102903,34334,9765,26663,34554,8327,9939,10803,11054,10362,10179,10166,20137,27154,41872,50233,13310
